sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
[bmim]__[PF6]__R134a__298.1__0.0498,1192,1192,[bmim],[PF6],R134a,298.1,0.0498,0.042,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__298.2__0.0997,1193,1193,[bmim],[PF6],R134a,298.2,0.0997,0.086,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__298.2__0.1499,1194,1194,[bmim],[PF6],R134a,298.2,0.1499,0.13,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__298.2__0.1993,1195,1195,[bmim],[PF6],R134a,298.2,0.1993,0.176,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__298.1__0.25,1196,1196,[bmim],[PF6],R134a,298.1,0.25,0.2239999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__298.2__0.2995,1197,1197,[bmim],[PF6],R134a,298.2,0.2995,0.275,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__298.1__0.35,1198,1198,[bmim],[PF6],R134a,298.1,0.35,0.326,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.1__0.0099,1199,1199,[bmim],[PF6],R134a,323.1,0.0099,0.004,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.2__0.0498,1200,1200,[bmim],[PF6],R134a,323.2,0.0498,0.021,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.1__0.0997,1201,1201,[bmim],[PF6],R134a,323.1,0.0997,0.043,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.1__0.1499,1202,1202,[bmim],[PF6],R134a,323.1,0.1499,0.065,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.2__0.199,1203,1203,[bmim],[PF6],R134a,323.2,0.199,0.087,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.2__0.249,1204,1204,[bmim],[PF6],R134a,323.2,0.249,0.109,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.2__0.299,1205,1205,[bmim],[PF6],R134a,323.2,0.299,0.131,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__323.2__0.3493,1206,1206,[bmim],[PF6],R134a,323.2,0.3493,0.154,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.2__0.0097,1207,1207,[bmim],[PF6],R134a,348.2,0.0097,0.0,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.1__0.0498,1208,1208,[bmim],[PF6],R134a,348.1,0.0498,0.009,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.1__0.0993,1209,1209,[bmim],[PF6],R134a,348.1,0.0993,0.022,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.1__0.1501,1210,1210,[bmim],[PF6],R134a,348.1,0.1501,0.035,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.2__0.1998,1211,1211,[bmim],[PF6],R134a,348.2,0.1998,0.047,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.2__0.2501,1212,1212,[bmim],[PF6],R134a,348.2,0.2501,0.059,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.2__0.3002,1213,1213,[bmim],[PF6],R134a,348.2,0.3002,0.072,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R134a__348.2__0.349,1214,1214,[bmim],[PF6],R134a,348.2,0.349,0.085,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.1__0.0099,1215,1215,[bmim],[PF6],R125,283.1,0.0099,0.013,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.2__0.0996,1216,1216,[bmim],[PF6],R125,283.2,0.0996,0.034,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.3__0.1996,1217,1217,[bmim],[PF6],R125,283.3,0.1996,0.075,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.2__0.2996,1218,1218,[bmim],[PF6],R125,283.2,0.2996,0.126,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.3__0.3996,1219,1219,[bmim],[PF6],R125,283.3,0.3996,0.185,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.1__0.4997,1220,1220,[bmim],[PF6],R125,283.1,0.4997,0.255,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.2__0.5997,1221,1221,[bmim],[PF6],R125,283.2,0.5997,0.342,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.1__0.6996,1222,1222,[bmim],[PF6],R125,283.1,0.6996,0.462,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__283.2__0.7998,1223,1223,[bmim],[PF6],R125,283.2,0.7998,0.66,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.0098,1224,1224,[bmim],[PF6],R125,298.2,0.0098,0.003,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.0996,1225,1225,[bmim],[PF6],R125,298.2,0.0996,0.023,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.1998,1226,1226,[bmim],[PF6],R125,298.2,0.1998,0.05,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.1__0.2995,1227,1227,[bmim],[PF6],R125,298.1,0.2995,0.08,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.3998,1228,1228,[bmim],[PF6],R125,298.2,0.3998,0.111,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.4995,1229,1229,[bmim],[PF6],R125,298.2,0.4995,0.143,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.5995,1230,1230,[bmim],[PF6],R125,298.2,0.5995,0.18,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.2__0.7996,1231,1231,[bmim],[PF6],R125,298.2,0.7996,0.261,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.1__0.9998,1232,1232,[bmim],[PF6],R125,298.1,0.9998,0.363,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.01,1233,1233,[bmim],[PF6],R125,323.1,0.01,0.0,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.0996,1234,1234,[bmim],[PF6],R125,323.1,0.0996,0.013,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.1998,1235,1235,[bmim],[PF6],R125,323.1,0.1998,0.0279999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.2__0.3,1236,1236,[bmim],[PF6],R125,323.2,0.3,0.042,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.3997,1237,1237,[bmim],[PF6],R125,323.1,0.3997,0.057,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.2__0.4999,1238,1238,[bmim],[PF6],R125,323.2,0.4999,0.072,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.5996,1239,1239,[bmim],[PF6],R125,323.1,0.5996,0.087,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.7997,1240,1240,[bmim],[PF6],R125,323.1,0.7997,0.12,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__323.1__0.9996,1241,1241,[bmim],[PF6],R125,323.1,0.9996,0.154,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.2__0.0102,1242,1242,[bmim],[PF6],R125,348.2,0.0102,0.0,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.1__0.0997,1243,1243,[bmim],[PF6],R125,348.1,0.0997,0.0069999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.2__0.1996,1244,1244,[bmim],[PF6],R125,348.2,0.1996,0.016,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.3__0.2997,1245,1245,[bmim],[PF6],R125,348.3,0.2997,0.025,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.2__0.3997,1246,1246,[bmim],[PF6],R125,348.2,0.3997,0.033,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.2__0.4998,1247,1247,[bmim],[PF6],R125,348.2,0.4998,0.043,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.2__0.5998,1248,1248,[bmim],[PF6],R125,348.2,0.5998,0.053,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.3__0.8,1249,1249,[bmim],[PF6],R125,348.3,0.8,0.07,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__348.2__0.9996,1250,1250,[bmim],[PF6],R125,348.2,0.9996,0.088,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__0.05,1251,1251,[bmim],[PF6],R125,298.15,0.05,0.012,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__0.1,1252,1252,[bmim],[PF6],R125,298.15,0.1,0.024,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__0.2,1253,1253,[bmim],[PF6],R125,298.15,0.2,0.048,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__0.4,1254,1254,[bmim],[PF6],R125,298.15,0.4,0.099,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__0.6,1255,1255,[bmim],[PF6],R125,298.15,0.6,0.16,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__0.8,1256,1256,[bmim],[PF6],R125,298.15,0.8,0.232,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[PF6]__R125__298.15__1,1257,1257,[bmim],[PF6],R125,298.15,1.0,0.323,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.0095,1258,1258,[bmim],[SCN],R32,298.15,0.0095,0.004,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.1003,1259,1259,[bmim],[SCN],R32,298.15,0.1003,0.0409999999999999,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.2503,1260,1260,[bmim],[SCN],R32,298.15,0.2503,0.1,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.3996,1261,1261,[bmim],[SCN],R32,298.15,0.3996,0.158,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.55,1262,1262,[bmim],[SCN],R32,298.15,0.55,0.214,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.6997,1263,1263,[bmim],[SCN],R32,298.15,0.6997,0.27,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.8495,1264,1264,[bmim],[SCN],R32,298.15,0.8495,0.324,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.9992,1265,1265,[bmim],[SCN],R32,298.15,0.9992,0.379,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.05,1266,1266,[bmim],[SCN],R32,298.15,0.05,0.004,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.1,1267,1267,[bmim],[SCN],R32,298.15,0.1,0.024,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.2,1268,1268,[bmim],[SCN],R32,298.15,0.2,0.057,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.4,1269,1269,[bmim],[SCN],R32,298.15,0.4,0.127,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.6,1270,1270,[bmim],[SCN],R32,298.15,0.6,0.212,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__0.8,1271,1271,[bmim],[SCN],R32,298.15,0.8,0.28,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R32__298.15__1,1272,1272,[bmim],[SCN],R32,298.15,1.0,0.349,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__0.05,1273,1273,[bmim],[SCN],R125,298.15,0.05,0.001,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__0.1,1274,1274,[bmim],[SCN],R125,298.15,0.1,0.004,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__0.2,1275,1275,[bmim],[SCN],R125,298.15,0.2,0.013,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__0.4,1276,1276,[bmim],[SCN],R125,298.15,0.4,0.031,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__0.6,1277,1277,[bmim],[SCN],R125,298.15,0.6,0.053,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__0.8,1278,1278,[bmim],[SCN],R125,298.15,0.8,0.077,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[SCN]__R125__298.15__1,1279,1279,[bmim],[SCN],R125,298.15,1.0,0.105,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.0097,1280,1280,[bmim],[TFES],R32,298.15,0.0097,0.0069999999999999,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.0999,1281,1281,[bmim],[TFES],R32,298.15,0.0999,0.072,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.25,1282,1282,[bmim],[TFES],R32,298.15,0.25,0.172,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.3972,1283,1283,[bmim],[TFES],R32,298.15,0.3972,0.263,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.5484,1284,1284,[bmim],[TFES],R32,298.15,0.5484,0.345,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.6995,1285,1285,[bmim],[TFES],R32,298.15,0.6995,0.42,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.8481,1286,1286,[bmim],[TFES],R32,298.15,0.8481,0.49,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TFES]__R32__298.15__0.9989,1287,1287,[bmim],[TFES],R32,298.15,0.9989,0.556,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.0095,1288,1288,[bmim],[TPES],R32,298.15,0.0095,0.01,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.1001,1289,1289,[bmim],[TPES],R32,298.15,0.1001,0.102,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.2496,1290,1290,[bmim],[TPES],R32,298.15,0.2496,0.237,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.3995,1291,1291,[bmim],[TPES],R32,298.15,0.3995,0.348,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.5494,1292,1292,[bmim],[TPES],R32,298.15,0.5494,0.445,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.6994,1293,1293,[bmim],[TPES],R32,298.15,0.6994,0.529,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.8495,1294,1294,[bmim],[TPES],R32,298.15,0.8495,0.605,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R32__298.15__0.9994,1295,1295,[bmim],[TPES],R32,298.15,0.9994,0.674,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.15__0.0102,1296,1296,[bmim],[TPES],R134a,283.15,0.0102,0.0279999999999999,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.1__0.0504,1297,1297,[bmim],[TPES],R134a,283.1,0.0504,0.132,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.15__0.1004,1298,1298,[bmim],[TPES],R134a,283.15,0.1004,0.253,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.1__0.1503,1299,1299,[bmim],[TPES],R134a,283.1,0.1503,0.363,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.05__0.2002,1300,1300,[bmim],[TPES],R134a,283.05,0.2002,0.466,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.1__0.2502,1301,1301,[bmim],[TPES],R134a,283.1,0.2502,0.568,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.1__0.3004,1302,1302,[bmim],[TPES],R134a,283.1,0.3004,0.6729999999999999,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__283.1__0.3504,1303,1303,[bmim],[TPES],R134a,283.1,0.3504,0.7979999999999999,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
