sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
[bmim]__[TPES]__R134a__298.05__0.0103,1304,1304,[bmim],[TPES],R134a,298.05,0.0103,0.018,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.1__0.0503,1305,1305,[bmim],[TPES],R134a,298.1,0.0503,0.084,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.1__0.1002,1306,1306,[bmim],[TPES],R134a,298.1,0.1002,0.162,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.1__0.1502,1307,1307,[bmim],[TPES],R134a,298.1,0.1502,0.236,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.05__0.2003,1308,1308,[bmim],[TPES],R134a,298.05,0.2003,0.304,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.1__0.2504,1309,1309,[bmim],[TPES],R134a,298.1,0.2504,0.368,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.1__0.3003,1310,1310,[bmim],[TPES],R134a,298.1,0.3003,0.431,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__298.1__0.3501,1311,1311,[bmim],[TPES],R134a,298.1,0.3501,0.494,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.0104,1312,1312,[bmim],[TPES],R134a,323.15,0.0104,0.011,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.0503,1313,1313,[bmim],[TPES],R134a,323.15,0.0503,0.045,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.1002,1314,1314,[bmim],[TPES],R134a,323.15,0.1002,0.087,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.1502,1315,1315,[bmim],[TPES],R134a,323.15,0.1502,0.129,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.2002,1316,1316,[bmim],[TPES],R134a,323.15,0.2002,0.168,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.2504,1317,1317,[bmim],[TPES],R134a,323.15,0.2504,0.206,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.1__0.3004,1318,1318,[bmim],[TPES],R134a,323.1,0.3004,0.241,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__323.15__0.3503,1319,1319,[bmim],[TPES],R134a,323.15,0.3503,0.276,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.0105,1320,1320,[bmim],[TPES],R134a,348.1,0.0105,0.006,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.0505,1321,1321,[bmim],[TPES],R134a,348.1,0.0505,0.027,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.1005,1322,1322,[bmim],[TPES],R134a,348.1,0.1005,0.053,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.1505,1323,1323,[bmim],[TPES],R134a,348.1,0.1505,0.078,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__347.9__0.2006,1324,1324,[bmim],[TPES],R134a,347.9,0.2006,0.103,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.2505,1325,1325,[bmim],[TPES],R134a,348.1,0.2505,0.126,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.3004,1326,1326,[bmim],[TPES],R134a,348.1,0.3004,0.149,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TPES]__R134a__348.1__0.3505,1327,1327,[bmim],[TPES],R134a,348.1,0.3505,0.171,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.0095,1328,1328,[bmim],[TTES],R32,298.15,0.0095,0.01,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.1003,1329,1329,[bmim],[TTES],R32,298.15,0.1003,0.096,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.2503,1330,1330,[bmim],[TTES],R32,298.15,0.2503,0.223,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.3996,1331,1331,[bmim],[TTES],R32,298.15,0.3996,0.3339999999999999,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.55,1332,1332,[bmim],[TTES],R32,298.15,0.55,0.428,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.6997,1333,1333,[bmim],[TTES],R32,298.15,0.6997,0.51,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.8495,1334,1334,[bmim],[TTES],R32,298.15,0.8495,0.583,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R32__298.15__0.9992,1335,1335,[bmim],[TTES],R32,298.15,0.9992,0.65,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.2__0.0103,1336,1336,[bmim],[TTES],R134a,283.2,0.0103,0.026,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.2__0.05,1337,1337,[bmim],[TTES],R134a,283.2,0.05,0.1169999999999999,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.15__0.1003,1338,1338,[bmim],[TTES],R134a,283.15,0.1003,0.225,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.15__0.1502,1339,1339,[bmim],[TTES],R134a,283.15,0.1502,0.327,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__282.1__0.2002,1340,1340,[bmim],[TTES],R134a,282.1,0.2002,0.426,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.1__0.2505,1341,1341,[bmim],[TTES],R134a,283.1,0.2505,0.516,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.1__0.2995,1342,1342,[bmim],[TTES],R134a,283.1,0.2995,0.63,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__283.1__0.3505,1343,1343,[bmim],[TTES],R134a,283.1,0.3505,0.748,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298.1__0.0102,1344,1344,[bmim],[TTES],R134a,298.1,0.0102,0.017,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298.1__0.0503,1345,1345,[bmim],[TTES],R134a,298.1,0.0503,0.075,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298.2__0.1002,1346,1346,[bmim],[TTES],R134a,298.2,0.1002,0.144,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298__0.1502,1347,1347,[bmim],[TTES],R134a,298.0,0.1502,0.209,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298.1__0.2003,1348,1348,[bmim],[TTES],R134a,298.1,0.2003,0.273,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298.15__0.2504,1349,1349,[bmim],[TTES],R134a,298.15,0.2504,0.3329999999999999,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__298.1__0.3001,1350,1350,[bmim],[TTES],R134a,298.1,0.3001,0.392,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__297.9__0.3501,1351,1351,[bmim],[TTES],R134a,297.9,0.3501,0.4529999999999999,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.0105,1352,1352,[bmim],[TTES],R134a,323.15,0.0105,0.009,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.0503,1353,1353,[bmim],[TTES],R134a,323.15,0.0503,0.039,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.1002,1354,1354,[bmim],[TTES],R134a,323.15,0.1002,0.076,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.1502,1355,1355,[bmim],[TTES],R134a,323.15,0.1502,0.1119999999999999,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.2003,1356,1356,[bmim],[TTES],R134a,323.15,0.2003,0.146,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.2503,1357,1357,[bmim],[TTES],R134a,323.15,0.2503,0.18,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.3004,1358,1358,[bmim],[TTES],R134a,323.15,0.3004,0.213,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__323.15__0.3502,1359,1359,[bmim],[TTES],R134a,323.15,0.3502,0.245,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.15__0.0103,1360,1360,[bmim],[TTES],R134a,348.15,0.0103,0.005,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.1__0.0505,1361,1361,[bmim],[TTES],R134a,348.1,0.0505,0.023,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.1__0.1005,1362,1362,[bmim],[TTES],R134a,348.1,0.1005,0.045,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.05__0.1503,1363,1363,[bmim],[TTES],R134a,348.05,0.1503,0.067,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.05__0.2004,1364,1364,[bmim],[TTES],R134a,348.05,0.2004,0.088,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.1__0.2504,1365,1365,[bmim],[TTES],R134a,348.1,0.2504,0.109,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.1__0.3002,1366,1366,[bmim],[TTES],R134a,348.1,0.3002,0.129,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[bmim]__[TTES]__R134a__348.1__0.3504,1367,1367,[bmim],[TTES],R134a,348.1,0.3504,0.149,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R32__303.2__0.0406,1368,1368,[hmim],[BF4],R32,303.2,0.0406,0.028,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R32__313.2__0.048,1369,1369,[hmim],[BF4],R32,313.2,0.048,0.02667,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R32__323.2__0.0539,1370,1370,[hmim],[BF4],R32,323.2,0.0539,0.02396,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R32__333.2__0.0585,1371,1371,[hmim],[BF4],R32,333.2,0.0585,0.0212,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R32__343.2__0.0603,1372,1372,[hmim],[BF4],R32,343.2,0.0603,0.01795,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R161__303.2__0.0457,1373,1373,[hmim],[BF4],R161,303.2,0.0457,0.02787,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
[hmim]__[BF4]__R161__313.2__0.0492,1374,1374,[hmim],[BF4],R161,313.2,0.0492,0.024,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
[hmim]__[BF4]__R161__323.2__0.0571,1375,1375,[hmim],[BF4],R161,323.2,0.0571,0.02231,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
[hmim]__[BF4]__R161__333.2__0.0605,1376,1376,[hmim],[BF4],R161,333.2,0.0605,0.01915,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
[hmim]__[BF4]__R161__343.2__0.064,1377,1377,[hmim],[BF4],R161,343.2,0.064,0.01662,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
[hmim]__[BF4]__R152a__303.2__0.0326,1378,1378,[hmim],[BF4],R152a,303.2,0.0326,0.03196,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R152a__313.2__0.0401,1379,1379,[hmim],[BF4],R152a,313.2,0.0401,0.03038,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R152a__323.2__0.045,1380,1380,[hmim],[BF4],R152a,323.2,0.045,0.02695,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R152a__333.2__0.0483,1381,1381,[hmim],[BF4],R152a,333.2,0.0483,0.023,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R152a__343.2__0.0529,1382,1382,[hmim],[BF4],R152a,343.2,0.0529,0.02011,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R143a__303.2__0.1076,1383,1383,[hmim],[BF4],R143a,303.2,0.1076,0.02196,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R143a__313.2__0.1202,1384,1384,[hmim],[BF4],R143a,313.2,0.1202,0.01997,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R143a__323.2__0.1361,1385,1385,[hmim],[BF4],R143a,323.2,0.1361,0.01859,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R143a__333.2__0.152,1386,1386,[hmim],[BF4],R143a,333.2,0.152,0.01725,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R143a__343.2__0.1569,1387,1387,[hmim],[BF4],R143a,343.2,0.1569,0.01501,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__298__0.081,1388,1388,[hmim],[BF4],R134a,298.0,0.081,0.0438,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__298__0.156,1389,1389,[hmim],[BF4],R134a,298.0,0.156,0.1305,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__298__0.242,1390,1390,[hmim],[BF4],R134a,298.0,0.242,0.2236,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__298__0.422,1391,1391,[hmim],[BF4],R134a,298.0,0.422,0.4156,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__298__0.512,1392,1392,[hmim],[BF4],R134a,298.0,0.512,0.5222,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__0.086,1393,1393,[hmim],[BF4],R134a,323.0,0.086,0.0308,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__0.17,1394,1394,[hmim],[BF4],R134a,323.0,0.17,0.0761,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__0.35,1395,1395,[hmim],[BF4],R134a,323.0,0.35,0.1768,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__0.53,1396,1396,[hmim],[BF4],R134a,323.0,0.53,0.2734,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__0.768,1397,1397,[hmim],[BF4],R134a,323.0,0.768,0.3953,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__1.06,1398,1398,[hmim],[BF4],R134a,323.0,1.06,0.5737,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__323__1.227,1399,1399,[hmim],[BF4],R134a,323.0,1.227,0.7071,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__348__0.612,1400,1400,[hmim],[BF4],R134a,348.0,0.612,0.0,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__348__0.986,1401,1401,[hmim],[BF4],R134a,348.0,0.986,0.2006,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__348__1.344,1402,1402,[hmim],[BF4],R134a,348.0,1.344,0.3155,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__348__1.662,1403,1403,[hmim],[BF4],R134a,348.0,1.662,0.4292,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R134a__348__1.97,1404,1404,[hmim],[BF4],R134a,348.0,1.97,0.5235,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[hmim]__[BF4]__R125__303.2__0.0954,1405,1405,[hmim],[BF4],R125,303.2,0.0954,0.02953,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[hmim]__[BF4]__R125__313.2__0.1119,1406,1406,[hmim],[BF4],R125,313.2,0.1119,0.02697,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[hmim]__[BF4]__R125__323.2__0.1243,1407,1407,[hmim],[BF4],R125,323.2,0.1243,0.02359,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[hmim]__[BF4]__R125__333.2__0.1305,1408,1408,[hmim],[BF4],R125,333.2,0.1305,0.01974,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[hmim]__[BF4]__R125__343.2__0.1294,1409,1409,[hmim],[BF4],R125,343.2,0.1294,0.01592,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
