npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
31,31,[emim],[BEI],R32,283.15,0.1,0.145,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
32,32,[emim],[BEI],R32,283.15,0.2495,0.325,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
33,33,[emim],[BEI],R32,283.15,0.3995,0.47,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
34,34,[emim],[BEI],R32,283.15,0.5496,0.593,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
35,35,[emim],[BEI],R32,283.15,0.6994,0.703,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
36,36,[emim],[BEI],R32,283.15,0.8505,0.802,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
37,37,[emim],[BEI],R32,298.15,0.0096,0.01,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
38,38,[emim],[BEI],R32,298.15,0.0997,0.104,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
39,39,[emim],[BEI],R32,298.15,0.2496,0.238,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
40,40,[emim],[BEI],R32,298.15,0.3996,0.349,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
41,41,[emim],[BEI],R32,298.15,0.5493,0.445,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
42,42,[emim],[BEI],R32,298.15,0.6993,0.529,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
43,43,[emim],[BEI],R32,298.15,0.8503,0.603,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
44,44,[emim],[BEI],R32,298.15,1.0005,0.672,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
45,45,[emim],[BEI],R32,323.15,0.01,0.004,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
46,46,[emim],[BEI],R32,323.15,0.0997,0.059,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
47,47,[emim],[BEI],R32,323.15,0.2497,0.146,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
48,48,[emim],[BEI],R32,323.15,0.3996,0.221,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
49,49,[emim],[BEI],R32,323.15,0.5495,0.288,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
50,50,[emim],[BEI],R32,323.15,0.6995,0.348,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
51,51,[emim],[BEI],R32,323.15,0.8504,0.4029999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
52,52,[emim],[BEI],R32,323.15,0.9993,0.4539999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
53,53,[emim],[BEI],R32,348.05,0.0101,0.001,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
54,54,[emim],[BEI],R32,348.15,0.1,0.038,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
55,55,[emim],[BEI],R32,348.05,0.2501,0.095,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
56,56,[emim],[BEI],R32,348.05,0.3992,0.147,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
57,57,[emim],[BEI],R32,348.05,0.5496,0.196,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
58,58,[emim],[BEI],R32,348.05,0.6996,0.241,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
59,59,[emim],[BEI],R32,348.05,0.8504,0.283,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
60,60,[emim],[BEI],R32,348.05,0.9994,0.321,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
61,61,[emim],[BEI],R134,283.149,0.01,0.039,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
62,62,[emim],[BEI],R134,283.123,0.05,0.236,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
63,63,[emim],[BEI],R134,283.13199999999995,0.1,0.43,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
64,64,[emim],[BEI],R134,283.149,0.15,0.584,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
65,65,[emim],[BEI],R134,283.123,0.2,0.708,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
66,66,[emim],[BEI],R134,283.149,0.25,0.823,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
67,67,[emim],[BEI],R134,283.19199999999995,0.3,0.98,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
68,68,[emim],[BEI],R134,298.212,0.01,0.038,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
69,69,[emim],[BEI],R134,298.154,0.05,0.169,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
70,70,[emim],[BEI],R134,298.154,0.1,0.305,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
71,71,[emim],[BEI],R134,298.18699999999995,0.15,0.417,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
72,72,[emim],[BEI],R134,298.128,0.2,0.518,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
73,73,[emim],[BEI],R134,298.145,0.25,0.606,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
74,74,[emim],[BEI],R134,298.229,0.3,0.677,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
75,75,[emim],[BEI],R134,298.10299999999995,0.35,0.735,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
76,76,[emim],[BEI],R134,323.148,0.011,0.019,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
77,77,[emim],[BEI],R134,323.173,0.05,0.086,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
78,78,[emim],[BEI],R134,323.148,0.1,0.162,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
79,79,[emim],[BEI],R134,323.14,0.15,0.232,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
80,80,[emim],[BEI],R134,323.14,0.2,0.295,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
81,81,[emim],[BEI],R134,323.13199999999995,0.25,0.355,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
82,82,[emim],[BEI],R134,323.13199999999995,0.3,0.407,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
83,83,[emim],[BEI],R134,323.148,0.349,0.46,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
84,84,[emim],[BEI],R134,348.164,0.011,0.01,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
85,85,[emim],[BEI],R134,348.148,0.05,0.048,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
86,86,[emim],[BEI],R134,348.13199999999995,0.1,0.094,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
87,87,[emim],[BEI],R134,348.123,0.15,0.136,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
88,88,[emim],[BEI],R134,348.15599999999995,0.2,0.176,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
89,89,[emim],[BEI],R134,348.15599999999995,0.25,0.215,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
90,90,[emim],[BEI],R134,348.164,0.3,0.283,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
91,91,[emim],[BEI],R134,348.14,0.35,0.371,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
92,92,[emim],[BEI],R134a,283.1,0.0103,0.03,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
93,93,[emim],[BEI],R134a,283.15,0.0504,0.1369999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
94,94,[emim],[BEI],R134a,283.1,0.1003,0.258,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
95,95,[emim],[BEI],R134a,283.15,0.1502,0.368,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
96,96,[emim],[BEI],R134a,283.15,0.2001,0.473,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
97,97,[emim],[BEI],R134a,283.1,0.2501,0.575,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
98,98,[emim],[BEI],R134a,283.1,0.3004,0.6729999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
99,99,[emim],[BEI],R134a,283.1,0.3505,0.795,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
100,100,[emim],[BEI],R134a,298.05,0.0105,0.019,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
101,101,[emim],[BEI],R134a,298.1,0.0505,0.086,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
102,102,[emim],[BEI],R134a,298.1,0.1005,0.1639999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
103,103,[emim],[BEI],R134a,298.1,0.1504,0.236,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
104,104,[emim],[BEI],R134a,298.1,0.2004,0.305,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
105,105,[emim],[BEI],R134a,298.1,0.2503,0.37,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
106,106,[emim],[BEI],R134a,298.1,0.3004,0.432,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
107,107,[emim],[BEI],R134a,298.05,0.3505,0.491,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
108,108,[emim],[BEI],R134a,323.15,0.0105,0.011,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
109,109,[emim],[BEI],R134a,323.15,0.0505,0.046,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
110,110,[emim],[BEI],R134a,323.15,0.1004,0.089,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
111,111,[emim],[BEI],R134a,323.15,0.1505,0.13,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
112,112,[emim],[BEI],R134a,323.15,0.2004,0.1689999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
113,113,[emim],[BEI],R134a,323.15,0.2503,0.207,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
114,114,[emim],[BEI],R134a,323.15,0.3003,0.243,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
115,115,[emim],[BEI],R134a,323.15,0.3504,0.278,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
116,116,[emim],[BEI],R134a,348.1,0.0104,0.006,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
117,117,[emim],[BEI],R134a,348.1,0.0506,0.027,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
118,118,[emim],[BEI],R134a,348.1,0.1004,0.053,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
119,119,[emim],[BEI],R134a,348.1,0.1504,0.079,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
120,120,[emim],[BEI],R134a,348.1,0.2004,0.103,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
121,121,[emim],[BEI],R134a,348.05,0.2496,0.126,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
122,122,[emim],[BEI],R134a,348.1,0.3005,0.149,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
123,123,[emim],[BEI],R134a,348.05,0.3503,0.171,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
124,124,[emim],[BF4],R32,283.15,0.0379,0.026,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
125,125,[emim],[BF4],R32,283.15,0.251,0.1837,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
126,126,[emim],[BF4],R32,283.15,0.3993,0.2869,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
127,127,[emim],[BF4],R32,283.15,0.5031,0.3573,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
128,128,[emim],[BF4],R32,283.15,0.5883,0.4155,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
129,129,[emim],[BF4],R32,283.15,0.6549,0.46,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
130,130,[emim],[BF4],R32,283.15,0.7079,0.4962,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
131,131,[emim],[BF4],R32,283.15,0.7509,0.5245,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
132,132,[emim],[BF4],R32,293.15,0.0369,0.0212,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
133,133,[emim],[BF4],R32,293.15,0.1769,0.1012,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
134,134,[emim],[BF4],R32,293.15,0.377,0.2099,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
135,135,[emim],[BF4],R32,293.15,0.5156,0.2817,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
136,136,[emim],[BF4],R32,293.15,0.6391,0.3443,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
137,137,[emim],[BF4],R32,293.15,0.7524,0.3993,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
138,138,[emim],[BF4],R32,293.15,0.8753,0.4582,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
139,139,[emim],[BF4],R32,303.15,0.0459,0.0164,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
140,140,[emim],[BF4],R32,303.15,0.2353,0.0961,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
141,141,[emim],[BF4],R32,303.15,0.45,0.1831,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
142,142,[emim],[BF4],R32,303.15,0.6267,0.2499,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
143,143,[emim],[BF4],R32,303.15,0.7504,0.295,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
144,144,[emim],[BF4],R32,303.15,0.8305,0.3262,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
145,145,[emim],[BF4],R32,313.15,0.0482,0.0132,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
146,146,[emim],[BF4],R32,313.15,0.1367,0.0409,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
147,147,[emim],[BF4],R32,313.15,0.2502,0.0767,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
148,148,[emim],[BF4],R32,313.15,0.4126,0.1262,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
149,149,[emim],[BF4],R32,313.15,0.6648,0.1972,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
150,150,[emim],[BF4],R32,313.15,0.8307,0.2423,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
