npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
2093,2093,[omim],[TFES],R23,323.1,2.0007,0.328,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2094,2094,[omim],[TFES],R23,323.2,1.7506,0.294,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2095,2095,[omim],[TFES],R23,323.1,1.5009,0.262,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2096,2096,[omim],[TFES],R23,323.2,1.2506,0.224,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2097,2097,[omim],[TFES],R23,323.1,1.0014,0.183,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2098,2098,[omim],[TFES],R23,323.1,0.7509,0.142,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2099,2099,[omim],[TFES],R23,323.1,0.5002,0.097,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2100,2100,[omim],[TFES],R23,323.1,0.2507,0.048,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2101,2101,[omim],[TFES],R23,323.1,0.1001,0.017,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2102,2102,[omim],[TFES],R23,323.1,0.0511,0.007,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs
2103,2103,[doim],[I],R32,298.0,0.01002,0.007,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2104,2104,[doim],[I],R32,298.0,0.1001,0.064,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2105,2105,[doim],[I],R32,298.0,0.25003,0.15,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2106,2106,[doim],[I],R32,298.0,0.40024,0.225,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2107,2107,[doim],[I],R32,298.0,0.55024,0.293,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2108,2108,[doim],[I],R32,298.0,0.7001,0.355,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2109,2109,[doim],[I],R32,297.9,0.84988,0.413,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2110,2110,[doim],[I],R32,298.0,1.00024,0.468,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs
2111,2111,[C8H4F13C1im],[BEI],R134a,303.0,0.024823,0.04052,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2112,2112,[C8H4F13C1im],[BEI],R134a,303.0,0.049885,0.08224,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2113,2113,[C8H4F13C1im],[BEI],R134a,303.0,0.099873,0.16033,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2114,2114,[C8H4F13C1im],[BEI],R134a,303.0,0.199992,0.30117,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2115,2115,[C8H4F13C1im],[BEI],R134a,303.0,0.299911,0.41938,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2116,2116,[C8H4F13C1im],[BEI],R134a,303.0,0.349601,0.47614,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2117,2117,[C8H4F13C1im],[BEI],R134a,323.0,0.024892,0.02084,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2118,2118,[C8H4F13C1im],[BEI],R134a,323.0,0.049934,0.05043,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2119,2119,[C8H4F13C1im],[BEI],R134a,323.0,0.099935,0.10631,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2120,2120,[C8H4F13C1im],[BEI],R134a,323.0,0.199951,0.20583,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2121,2121,[C8H4F13C1im],[BEI],R134a,323.0,0.299648,0.29278,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2122,2122,[C8H4F13C1im],[BEI],R134a,323.0,0.349116,0.33202,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2123,2123,[C8H4F13C1im],[BEI],R134a,343.0,0.024864,0.02158,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2124,2124,[C8H4F13C1im],[BEI],R134a,343.0,0.049948,0.04324,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2125,2125,[C8H4F13C1im],[BEI],R134a,343.0,0.099886,0.08424,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2126,2126,[C8H4F13C1im],[BEI],R134a,343.0,0.199529,0.15871,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2127,2127,[C8H4F13C1im],[BEI],R134a,343.0,0.299281,0.22545,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2128,2128,[C8H4F13C1im],[BEI],R134a,343.0,0.34985,0.25645,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2129,2129,[C8H4F13C1im],[Tf2N],R134a,303.0,0.024809,0.04465,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2130,2130,[C8H4F13C1im],[Tf2N],R134a,303.0,0.049982,0.08407,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2131,2131,[C8H4F13C1im],[Tf2N],R134a,303.0,0.099533,0.15849,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2132,2132,[C8H4F13C1im],[Tf2N],R134a,303.0,0.19885,0.28974,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2133,2133,[C8H4F13C1im],[Tf2N],R134a,303.0,0.299191,0.40547,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2134,2134,[C8H4F13C1im],[Tf2N],R134a,303.0,0.34931,0.4586,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2135,2135,[C8H4F13C1im],[Tf2N],R134a,323.0,0.024837,0.03028,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2136,2136,[C8H4F13C1im],[Tf2N],R134a,323.0,0.049865,0.05695,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2137,2137,[C8H4F13C1im],[Tf2N],R134a,323.0,0.099554,0.10868,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2138,2138,[C8H4F13C1im],[Tf2N],R134a,323.0,0.199916,0.20199,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2139,2139,[C8H4F13C1im],[Tf2N],R134a,323.0,0.299344,0.28509,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2140,2140,[C8H4F13C1im],[Tf2N],R134a,323.0,0.349268,0.32301,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2141,2141,[C8H4F13C1im],[Tf2N],R134a,343.0,0.024855,0.02095,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2142,2142,[C8H4F13C1im],[Tf2N],R134a,343.0,0.049941,0.04193,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2143,2143,[C8H4F13C1im],[Tf2N],R134a,343.0,0.09972,0.08068,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2144,2144,[C8H4F13C1im],[Tf2N],R134a,343.0,0.199113,0.15194,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2145,2145,[C8H4F13C1im],[Tf2N],R134a,343.0,0.299067,0.21584,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2146,2146,[C8H4F13C1im],[Tf2N],R134a,343.0,0.348936,0.24648,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs
2147,2147,[dmim],[TFES],R32,298.15,0.0096,0.006,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2148,2148,[dmim],[TFES],R32,298.15,0.0995,0.074,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2149,2149,[dmim],[TFES],R32,298.15,0.251,0.179,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2150,2150,[dmim],[TFES],R32,298.15,0.3997,0.273,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2151,2151,[dmim],[TFES],R32,298.15,0.5481,0.357,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2152,2152,[dmim],[TFES],R32,298.15,0.7001,0.433,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2153,2153,[dmim],[TFES],R32,298.15,0.85,0.503,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2154,2154,[dmim],[TFES],R32,298.15,1.001,0.569,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
2155,2155,[dmpim],[Tf2N],R32,298.05,0.0099,0.008,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2156,2156,[dmpim],[Tf2N],R32,298.15,0.0995,0.09,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2157,2157,[dmpim],[Tf2N],R32,298.15,0.2495,0.213,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2158,2158,[dmpim],[Tf2N],R32,298.15,0.3976,0.319,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2159,2159,[dmpim],[Tf2N],R32,298.15,0.5501,0.415,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2160,2160,[dmpim],[Tf2N],R32,298.15,0.7017,0.501,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2161,2161,[dmpim],[Tf2N],R32,298.15,0.8513,0.578,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2162,2162,[dmpim],[Tf2N],R32,298.15,1.0011,0.6509999999999999,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2163,2163,[dmpim],[TMeM],R32,283.15,0.0101,0.012,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2164,2164,[dmpim],[TMeM],R32,283.15,0.0996,0.136,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2165,2165,[dmpim],[TMeM],R32,283.15,0.2497,0.312,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2166,2166,[dmpim],[TMeM],R32,283.15,0.3997,0.46,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2167,2167,[dmpim],[TMeM],R32,283.15,0.5495,0.586,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2168,2168,[dmpim],[TMeM],R32,283.15,0.6997,0.7,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2169,2169,[dmpim],[TMeM],R32,283.15,0.8496,0.805,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2170,2170,[dmpim],[TMeM],R32,298.05,0.01,0.01,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2171,2171,[dmpim],[TMeM],R32,298.05,0.1,0.096,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2172,2172,[dmpim],[TMeM],R32,298.05,0.2496,0.226,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2173,2173,[dmpim],[TMeM],R32,298.05,0.3996,0.337,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2174,2174,[dmpim],[TMeM],R32,298.05,0.5493,0.435,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2175,2175,[dmpim],[TMeM],R32,298.05,0.6995,0.52,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2176,2176,[dmpim],[TMeM],R32,298.05,0.8495,0.598,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2177,2177,[dmpim],[TMeM],R32,298.05,1.0,0.667,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2178,2178,[dmpim],[TMeM],R32,323.15,0.0099,0.004,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2179,2179,[dmpim],[TMeM],R32,323.15,0.1,0.057,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2180,2180,[dmpim],[TMeM],R32,323.15,0.2494,0.141,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2181,2181,[dmpim],[TMeM],R32,323.15,0.3995,0.215,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2182,2182,[dmpim],[TMeM],R32,323.15,0.5495,0.281,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2183,2183,[dmpim],[TMeM],R32,323.15,0.6997,0.341,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2184,2184,[dmpim],[TMeM],R32,323.15,0.8494,0.397,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2185,2185,[dmpim],[TMeM],R32,323.15,0.9995,0.4479999999999999,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2186,2186,[dmpim],[TMeM],R32,348.05,0.0094,0.0,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2187,2187,[dmpim],[TMeM],R32,348.15,0.1002,0.031,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2188,2188,[dmpim],[TMeM],R32,348.05,0.2504,0.088,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2189,2189,[dmpim],[TMeM],R32,348.05,0.3996,0.139,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2190,2190,[dmpim],[TMeM],R32,348.05,0.5494,0.186,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2191,2191,[dmpim],[TMeM],R32,348.05,0.7005,0.231,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2192,2192,[dmpim],[TMeM],R32,348.05,0.8495,0.272,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2193,2193,[dmpim],[TMeM],R32,348.05,1.0005,0.312,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs
2194,2194,[dmpim],[TMeM],R134,283.26,0.01,0.054,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs
2195,2195,[dmpim],[TMeM],R134,283.12,0.05,0.252,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs
2196,2196,[dmpim],[TMeM],R134,283.03,0.1,0.443,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs
