sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,ens_ae_v6,ens_ae_v7,delta_ae,abs_err_v7,pred_v7,pred_v6
[bmim]__[TTES]__R134a__348.1__0.2504,1365,1365,[bmim],[TTES],R134a,348.1,0.2504,0.109,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.013225713014602666,0.009838624000000004,0.003387089014602662,0.009838624000000004,0.099161376,0.09577428698539733
[hmim]__[BF4]__R134a__323__0.35,1395,1395,[hmim],[BF4],R134a,323.0,0.35,0.1768,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.05654387407302858,0.054426789,0.002117085073028574,0.054426789,0.12237321100000001,0.12025612592697144
[hmim]__[BF4]__R134a__348__1.344,1402,1402,[hmim],[BF4],R134a,348.0,1.344,0.3155,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0713739068508148,0.06936357400000004,0.0020103328508147555,0.06936357400000004,0.38486357400000004,0.3868739068508148
[hmim]__[BF4]__R245fa__323.15__0.032,1421,1421,[hmim],[BF4],R245fa,323.15,0.032,0.0445,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.012993332028388982,0.011786467600000003,0.001206864428388979,0.011786467600000003,0.0562864676,0.05749333202838898
[hmim]__[BF4]__R245fa__343.15__0.125,1434,1434,[hmim],[BF4],R245fa,343.15,0.125,0.1051,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.04194930130839347,0.03687256700000001,0.005076734308393463,0.03687256700000001,0.06822743299999999,0.06315069869160653
[hmim]__[BF4]__R236fa__333.15__0.152,1452,1452,[hmim],[BF4],R236fa,333.15,0.152,0.0722,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.005011803197860723,0.0027294948000000097,0.0022823083978607134,0.0027294948000000097,0.07492949480000001,0.07721180319786072
[hmim]__[BF4]__R236fa__333.15__0.184,1453,1453,[hmim],[BF4],R236fa,333.15,0.184,0.088,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.005458915710449208,0.005554453600000009,-9.553788955080078e-05,0.005554453600000009,0.08244554639999999,0.08254108428955079
[hmim]__[BF4]__R227ea__323.15__0.258,1474,1474,[hmim],[BF4],R227ea,323.15,0.258,0.0861,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.0033263339161872796,0.019857741599999992,-0.016531407683812713,0.019857741599999992,0.0662422584,0.08277366608381272
[hmim]__[BF4]__R227ea__333.15__0.114,1475,1475,[hmim],[BF4],R227ea,333.15,0.114,0.0239,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.010354007786512371,0.0065472679999999985,0.0038067397865123725,0.0065472679999999985,0.030447268,0.03425400778651237
[hmim]__[Cl]__R32__298.15__1,1491,1491,[hmim],[Cl],R32,298.15,1.0,0.41,[Cl-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.053107007741928114,0.12730062000000003,-0.07419361225807192,0.12730062000000003,0.53730062,0.4631070077419281
[hmim]__[Cl]__R125__298.15__0.05,1492,1492,[hmim],[Cl],R125,298.15,0.05,0.04,[Cl-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.004096079468727108,0.0255484422,-0.021452362731272892,0.0255484422,0.0655484422,0.04409607946872711
[hmim]__[FEP]__R32__303.1__0.06,1505,1505,[hmim],[FEP],R32,303.1,0.06,0.0734,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.005895419156551354,0.0061244160000000075,-0.00022899684344865334,0.0061244160000000075,0.07952441600000001,0.07929541915655136
[hmim]__[FEP]__R32__343.2__0.493,1534,1534,[hmim],[FEP],R32,343.2,0.493,0.2507,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.001397720050811735,0.01686493199999997,-0.015467211949188236,0.01686493199999997,0.233835068,0.24930227994918824
[hmim]__[FEP]__R32__298.15__0.05,1535,1535,[hmim],[FEP],R32,298.15,0.05,0.067,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.011281489014625543,0.010726576999999987,0.0005549120146255554,0.010726576999999987,0.07772657699999999,0.07828148901462555
[hmim]__[FEP]__R32__298.15__0.1,1536,1536,[hmim],[FEP],R32,298.15,0.1,0.126,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0048393716812133725,0.004986221999999985,-0.00014685031878661214,0.004986221999999985,0.13098622199999999,0.13083937168121337
[hmim]__[FEP]__R161__313.1__0.054,1554,1554,[hmim],[FEP],R161,313.1,0.054,0.0889,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.018361875271797168,0.021176563199999984,-0.0028146879282028164,0.021176563199999984,0.11007656319999999,0.10726187527179717
[hmim]__[FEP]__R161__313.1__0.353,1559,1559,[hmim],[FEP],R161,313.1,0.353,0.4529,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.05016281166076664,0.010570978000000009,0.03959183366076663,0.010570978000000009,0.442329022,0.4027371883392334
[hmim]__[FEP]__R161__323.1__0.13,1561,1561,[hmim],[FEP],R161,323.1,0.13,0.1579,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.0021776284933090195,0.004624537999999984,-0.002446909506690964,0.004624537999999984,0.162524538,0.16007762849330903
[hmim]__[FEP]__R161__333.1__0.077,1566,1566,[hmim],[FEP],R161,333.1,0.077,0.0701,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.0163606335759163,0.017751861000000008,-0.0013912274240837075,0.017751861000000008,0.087851861,0.0864606335759163
[hmim]__[FEP]__R152a__293.2__0.031,1578,1578,[hmim],[FEP],R152a,293.2,0.031,0.1095,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.06446492063999175,0.05839667599999997,0.006068244639991782,0.05839667599999997,0.16789667599999997,0.17396492063999175
[hmim]__[FEP]__R152a__323.2__0.059,1596,1596,[hmim],[FEP],R152a,323.2,0.059,0.0852,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.02470887433290482,0.02164913680000001,0.0030597375329048104,0.02164913680000001,0.10684913680000001,0.10990887433290482
[hmim]__[FEP]__R152a__333.2__0.286,1605,1605,[hmim],[FEP],R152a,333.2,0.286,0.311,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.0049940183162689444,0.003324631999999994,0.0016693863162689504,0.003324631999999994,0.307675368,0.31599401831626894
[hmim]__[FEP]__R152a__343.2__0.079,1608,1608,[hmim],[FEP],R152a,343.2,0.079,0.0691,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.01742410954236985,0.017430876000000012,-6.76645763016126e-06,0.017430876000000012,0.086530876,0.08652410954236985
[hmim]__[FEP]__R134__283.1__0.2,1618,1618,[hmim],[FEP],R134,283.1,0.2,0.689,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.006485973358154373,0.021108620000000022,-0.014622646641845649,0.021108620000000022,0.71010862,0.6954859733581543
[hmim]__[FEP]__R134__298.08__0.05,1622,1622,[hmim],[FEP],R134,298.08,0.05,0.16,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.005507629513740536,0.01525848199999999,-0.009750852486259454,0.01525848199999999,0.175258482,0.16550762951374054
[hmim]__[FEP]__R134__298.02__0.15,1624,1624,[hmim],[FEP],R134,298.02,0.15,0.403,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.004532185077667283,0.006123053999999961,-0.0015908689223326777,0.006123053999999961,0.409123054,0.39846781492233274
[hmim]__[FEP]__R134__298.14__0.3,1627,1627,[hmim],[FEP],R134,298.14,0.3,0.656,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.03554618978500368,0.04710591399999997,-0.011559724214996292,0.04710591399999997,0.703105914,0.6915461897850037
[hmim]__[FEP]__R125__298.15__0.2,1647,1647,[hmim],[FEP],R125,298.15,0.2,0.142,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.05438774693012238,0.03859361000000003,0.015794136930122354,0.03859361000000003,0.18059361000000002,0.19638774693012237
[hmim]__[PF6]__R134a__298__0.304,1680,1680,[hmim],[PF6],R134a,298.0,0.304,0.3093,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.003984439897537273,0.008651673999999998,-0.004667234102462725,0.008651673999999998,0.317951674,0.30531556010246275
[hmim]__[PF6]__R134a__323__0.34,1685,1685,[hmim],[PF6],R134a,323.0,0.3399999999999999,0.1659,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.009680869245529161,0.00782202999999998,0.0018588392455291813,0.00782202999999998,0.15807797,0.15621913075447083
[hmim]__[Tf2N]__R32__302.7__0.1144,1698,1698,[hmim],[Tf2N],R32,302.7,0.1144,0.1114,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.013054297113418573,0.007215216800000007,0.005839080313418565,0.007215216800000007,0.10418478319999999,0.09834570288658143
[hmim]__[Tf2N]__R32__323.6__0.1615,1712,1712,[hmim],[Tf2N],R32,323.6,0.1615,0.1013,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0018689442157745345,0.0009478602000000114,0.0009210840157745231,0.0009478602000000114,0.10224786020000001,0.09943105578422547
[hmim]__[Tf2N]__R32__342.9__0.3815,1727,1727,[hmim],[Tf2N],R32,342.9,0.3815,0.1687,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0002030528068542592,0.004078446000000013,-0.003875393193145754,0.004078446000000013,0.172778446,0.16890305280685425
[hmim]__[Tf2N]__R32__344.1__1.1307,1731,1731,[hmim],[Tf2N],R32,344.1,1.1307,0.4046,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.015446453905105628,0.0013247899999999646,0.014121663905105664,0.0013247899999999646,0.40592479,0.3891535460948944
[hmim]__[Tf2N]__R161__312.3__0.1832,1745,1745,[hmim],[Tf2N],R161,312.3,0.1832,0.1835,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.001864127159118656,0.002862509999999985,-0.000998382840881329,0.002862509999999985,0.18636250999999998,0.18536412715911865
[hmim]__[Tf2N]__R161__323.1__0.1652,1754,1754,[hmim],[Tf2N],R161,323.1,0.1652,0.1335,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.001529937326908093,0.0009843830000000053,0.0005455543269080876,0.0009843830000000053,0.132515617,0.1350299373269081
[hmim]__[Tf2N]__R161__322.9__0.3265,1757,1757,[hmim],[Tf2N],R161,322.9,0.3265,0.2792,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.007470435333251979,0.008590156000000015,-0.0011197206667480364,0.008590156000000015,0.270609844,0.271729564666748
[hmim]__[Tf2N]__R161__332.2__0.1114,1763,1763,[hmim],[Tf2N],R161,332.2,0.1114,0.0765,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.0014419898986816476,0.0009215800000000052,0.0005204098986816424,0.0009215800000000052,0.07742158,0.07794198989868165
[hmim]__[Tf2N]__R161__343__0.673,1781,1781,[hmim],[Tf2N],R161,343.0,0.673,0.3567,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.029026105833053595,0.010411270000000028,0.018614835833053567,0.010411270000000028,0.34628873,0.3276738941669464
[hmim]__[Tf2N]__R152a__303.2__0.1154,1786,1786,[hmim],[Tf2N],R152a,303.2,0.1154,0.2122,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.027575906229019176,0.024860344000000006,0.0027155622290191694,0.024860344000000006,0.187339656,0.18462409377098082
[hmim]__[Tf2N]__R152a__322.3__0.2096,1799,1799,[hmim],[Tf2N],R152a,322.3,0.2096,0.2402,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.0176844616651535,0.01946676,-0.0017822983348464994,0.01946676,0.22073324,0.2225155383348465
[hmim]__[Tf2N]__R152a__343.4__0.3074,1811,1811,[hmim],[Tf2N],R152a,343.4,0.3074,0.2247,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.01949131577014923,0.003449961999999973,0.016041353770149258,0.003449961999999973,0.22814996199999998,0.24419131577014924
[hmim]__[Tf2N]__R143a__303.5__0.2,1813,1813,[hmim],[Tf2N],R143a,303.5,0.2,0.0896,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0008112622141838027,0.00572088979999999,-0.004909627585816187,0.00572088979999999,0.08387911020000001,0.0904112622141838
[hmim]__[Tf2N]__R143a__303.5__0.448,1815,1815,[hmim],[Tf2N],R143a,303.5,0.448,0.1936,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0029602546930313223,0.012390347999999995,-0.009430093306968673,0.012390347999999995,0.205990348,0.19656025469303132
[hmim]__[Tf2N]__R143a__323.2__0.58,1832,1832,[hmim],[Tf2N],R143a,323.2,0.58,0.1745,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.01757002425193785,0.009499170000000029,0.00807085425193782,0.009499170000000029,0.18399917000000002,0.15692997574806214
[hmim]__[Tf2N]__R143a__332.8__1.381,1845,1845,[hmim],[Tf2N],R143a,332.8,1.381,0.3028,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.009967755985260007,0.009315929999999972,0.000651825985260035,0.009315929999999972,0.29348407000000004,0.31276775598526
[hmim]__[Tf2N]__R134a__298__0.523,1862,1862,[hmim],[Tf2N],R134a,298.0,0.523,0.6724,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.08451606264114375,0.007785248000000022,0.07673081464114373,0.007785248000000022,0.664614752,0.5878839373588562
[hmim]__[Tf2N]__R134a__323__0.506,1870,1870,[hmim],[Tf2N],R134a,323.0,0.506,0.3577,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.010751674365997332,0.012131985999999984,-0.0013803116340026511,0.012131985999999984,0.369831986,0.3469483256340027
[hmim]__[Tf2N]__R134a__323__0.612,1871,1871,[hmim],[Tf2N],R134a,323.0,0.612,0.4223,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.020455337572097776,0.014068881999999894,0.006386455572097882,0.014068881999999894,0.4363688819999999,0.40184466242790223
[hmim]__[Tf2N]__R134a__323__1.062,1875,1875,[hmim],[Tf2N],R134a,323.0,1.0619999999999998,0.6807,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.06373843736648555,0.022107608,0.041630829366485544,0.022107608,0.658592392,0.6169615626335144
[hmim]__[Tf2N]__R125__303.5__0.5435,1899,1899,[hmim],[Tf2N],R125,303.5,0.5435,0.3282,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.008275442790985077,0.019304489999999952,-0.011029047209014875,0.019304489999999952,0.30889551000000004,0.3199245572090149
[hmim]__[Tf2N]__R125__332.5__0.6893,1915,1915,[hmim],[Tf2N],R125,332.5,0.6893,0.2135,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.00916883146762848,0.0004023000000000221,0.008766531467628458,0.0004023000000000221,0.21309769999999997,0.20433116853237152
[hmim]__[Tf2N]__R125__342.8__0.5486,1920,1920,[hmim],[Tf2N],R125,342.8,0.5486,0.1399,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,5.563089847565594e-05,0.0063699040000000096,-0.006314273101524354,0.0063699040000000096,0.146269904,0.13995563089847565
[hmim]__[Tf2N]__R245fa__303.15__0.031,1925,1925,[hmim],[Tf2N],R245fa,303.15,0.031,0.097,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.006341409564018241,0.015523438800000011,-0.00918202923598177,0.015523438800000011,0.11252343880000001,0.10334140956401824
[hmim]__[Tf2N]__R245fa__323.15__0.046,1937,1937,[hmim],[Tf2N],R245fa,323.15,0.046,0.089,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.0058115229606628405,0.00781625620000001,-0.0020047332393371697,0.00781625620000001,0.0968162562,0.09481152296066284
[hmim]__[Tf2N]__R245fa__323.15__0.091,1940,1940,[hmim],[Tf2N],R245fa,323.15,0.091,0.166,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.043884981036186224,0.034572322000000044,0.00931265903618618,0.034572322000000044,0.13142767799999996,0.12211501896381378
[hmim]__[Tf2N]__R236fa__303.15__0.139,1959,1959,[hmim],[Tf2N],R236fa,303.15,0.139,0.279,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.05978499734401704,0.029353862000000036,0.030431135344017007,0.029353862000000036,0.249646138,0.21921500265598298
[hmim]__[Tf2N]__R236fa__323.15__0.086,1967,1967,[hmim],[Tf2N],R236fa,323.15,0.086,0.101,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.027880771994590742,0.014518074800000003,0.013362697194590739,0.014518074800000003,0.11551807480000001,0.12888077199459075
[hmim]__[Tf2N]__R236fa__333.15__0.267,1977,1977,[hmim],[Tf2N],R236fa,333.15,0.267,0.232,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.042098138451576256,0.023831376000000043,0.018266762451576213,0.023831376000000043,0.20816862399999997,0.18990186154842376
[hmim]__[Tf2N]__R227ea__303.15__0.21,1988,1988,[hmim],[Tf2N],R227ea,303.15,0.21,0.25,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.008826163411140453,0.010949019999999976,-0.002122856588859523,0.010949019999999976,0.23905098000000002,0.24117383658885955
[hmim]__[Tf2N]__R227ea__313.15__0.298,1995,1995,[hmim],[Tf2N],R227ea,313.15,0.298,0.262,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.013663967967033397,0.011679184000000009,0.0019847839670333878,0.011679184000000009,0.250320816,0.2483360320329666
[hmim]__[Tf2N]__R227ea__333.15__0.24,2004,2004,[hmim],[Tf2N],R227ea,333.15,0.24,0.122,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.005345329523086556,0.0070716227999999964,-0.0017262932769134404,0.0070716227999999964,0.1149283772,0.12734532952308655
[C7mim]__[TFES]__R32__298.15__0.5497,2018,2018,[C7mim],[TFES],R32,298.15,0.5497,0.374,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.018775845527648938,0.028374226000000058,-0.00959838047235112,0.028374226000000058,0.40237422600000006,0.39277584552764894
[omim]__[BEI]__R134a__343__0.049913,2035,2035,[omim],[BEI],R134a,343.0,0.049913,0.03736,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0030572532260417992,0.0009967890000000049,0.0020604642260417944,0.0009967890000000049,0.038356789,0.0404172532260418
[omim]__[BEI]__R134a__343__0.298714,2038,2038,[omim],[BEI],R134a,343.0,0.298714,0.1995,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.007676478743553178,0.005666982000000015,0.002009496743553163,0.005666982000000015,0.193833018,0.19182352125644683
[omim]__[I]__R32__298__0.24971,2042,2042,[omim],[I],R32,298.0,0.24971,0.118,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.05369172465801239,0.002700165800000015,0.050991558858012376,0.002700165800000015,0.12070016580000001,0.17169172465801238
[omim]__[Tf2N]__R134a__303__0.024892,2048,2048,[omim],[Tf2N],R134a,303.0,0.024892,0.03535,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.010876232498884204,0.012240945000000003,-0.0013647125011157987,0.012240945000000003,0.047590945,0.046226232498884204
[omim]__[Tf2N]__R134a__343__0.024837,2060,2060,[omim],[Tf2N],R134a,343.0,0.024837,0.01607,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.006162389077544211,0.005129753599999998,0.001032635477544213,0.005129753599999998,0.0211997536,0.022232389077544212
[omim]__[TFES]__R23__298.1__1.0007,2078,2078,[omim],[TFES],R23,298.1,1.0007,0.268,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.0010025672912598038,0.0018312239999999647,-0.0008286567087401608,0.0018312239999999647,0.26616877600000005,0.2669974327087402
