sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,refrigerant_species_id,refrigerant_inchikey,refrigerant_formula
[emim]__[BEI]__R134__323.148__0.1__#78,78,78,[emim],[BEI],R134,323.148,0.1,0.162,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__323.14__0.15__#79,79,79,[emim],[BEI],R134,323.14,0.15,0.232,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__323.14__0.2__#80,80,80,[emim],[BEI],R134,323.14,0.2,0.295,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__323.132__0.25__#81,81,81,[emim],[BEI],R134,323.13199999999995,0.25,0.355,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__323.132__0.3__#82,82,82,[emim],[BEI],R134,323.13199999999995,0.3,0.407,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__323.148__0.349__#83,83,83,[emim],[BEI],R134,323.148,0.349,0.46,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.164__0.011__#84,84,84,[emim],[BEI],R134,348.164,0.011,0.01,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.148__0.05__#85,85,85,[emim],[BEI],R134,348.148,0.05,0.048,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.132__0.1__#86,86,86,[emim],[BEI],R134,348.13199999999995,0.1,0.094,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.123__0.15__#87,87,87,[emim],[BEI],R134,348.123,0.15,0.136,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.156__0.2__#88,88,88,[emim],[BEI],R134,348.15599999999995,0.2,0.176,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.156__0.25__#89,89,89,[emim],[BEI],R134,348.15599999999995,0.25,0.215,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.164__0.3__#90,90,90,[emim],[BEI],R134,348.164,0.3,0.283,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134__348.14__0.35__#91,91,91,[emim],[BEI],R134,348.14,0.35,0.371,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,REF_R134,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.1__0.0103__#92,92,92,[emim],[BEI],R134a,283.1,0.0103,0.03,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.15__0.0504__#93,93,93,[emim],[BEI],R134a,283.15,0.0504,0.1369999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.1__0.1003__#94,94,94,[emim],[BEI],R134a,283.1,0.1003,0.258,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.15__0.1502__#95,95,95,[emim],[BEI],R134a,283.15,0.1502,0.368,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.15__0.2001__#96,96,96,[emim],[BEI],R134a,283.15,0.2001,0.473,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.1__0.2501__#97,97,97,[emim],[BEI],R134a,283.1,0.2501,0.575,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.1__0.3004__#98,98,98,[emim],[BEI],R134a,283.1,0.3004,0.6729999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__283.1__0.3505__#99,99,99,[emim],[BEI],R134a,283.1,0.3505,0.795,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.05__0.0105__#100,100,100,[emim],[BEI],R134a,298.05,0.0105,0.019,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.1__0.0505__#101,101,101,[emim],[BEI],R134a,298.1,0.0505,0.086,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.1__0.1005__#102,102,102,[emim],[BEI],R134a,298.1,0.1005,0.1639999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.1__0.1504__#103,103,103,[emim],[BEI],R134a,298.1,0.1504,0.236,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.1__0.2004__#104,104,104,[emim],[BEI],R134a,298.1,0.2004,0.305,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.1__0.2503__#105,105,105,[emim],[BEI],R134a,298.1,0.2503,0.37,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.1__0.3004__#106,106,106,[emim],[BEI],R134a,298.1,0.3004,0.432,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__298.05__0.3505__#107,107,107,[emim],[BEI],R134a,298.05,0.3505,0.491,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.0105__#108,108,108,[emim],[BEI],R134a,323.15,0.0105,0.011,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.0505__#109,109,109,[emim],[BEI],R134a,323.15,0.0505,0.046,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.1004__#110,110,110,[emim],[BEI],R134a,323.15,0.1004,0.089,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.1505__#111,111,111,[emim],[BEI],R134a,323.15,0.1505,0.13,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.2004__#112,112,112,[emim],[BEI],R134a,323.15,0.2004,0.1689999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.2503__#113,113,113,[emim],[BEI],R134a,323.15,0.2503,0.207,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.3003__#114,114,114,[emim],[BEI],R134a,323.15,0.3003,0.243,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__323.15__0.3504__#115,115,115,[emim],[BEI],R134a,323.15,0.3504,0.278,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.1__0.0104__#116,116,116,[emim],[BEI],R134a,348.1,0.0104,0.006,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.1__0.0506__#117,117,117,[emim],[BEI],R134a,348.1,0.0506,0.027,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.1__0.1004__#118,118,118,[emim],[BEI],R134a,348.1,0.1004,0.053,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.1__0.1504__#119,119,119,[emim],[BEI],R134a,348.1,0.1504,0.079,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.1__0.2004__#120,120,120,[emim],[BEI],R134a,348.1,0.2004,0.103,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.05__0.2496__#121,121,121,[emim],[BEI],R134a,348.05,0.2496,0.126,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.1__0.3005__#122,122,122,[emim],[BEI],R134a,348.1,0.3005,0.149,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BEI]__R134a__348.05__0.3503__#123,123,123,[emim],[BEI],R134a,348.05,0.3503,0.171,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[BF4]__R32__283.15__0.0379__#124,124,124,[emim],[BF4],R32,283.15,0.0379,0.026,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.251__#125,125,125,[emim],[BF4],R32,283.15,0.251,0.1837,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.3993__#126,126,126,[emim],[BF4],R32,283.15,0.3993,0.2869,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.5031__#127,127,127,[emim],[BF4],R32,283.15,0.5031,0.3573,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.5883__#128,128,128,[emim],[BF4],R32,283.15,0.5883,0.4155,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.6549__#129,129,129,[emim],[BF4],R32,283.15,0.6549,0.46,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.7079__#130,130,130,[emim],[BF4],R32,283.15,0.7079,0.4962,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__283.15__0.7509__#131,131,131,[emim],[BF4],R32,283.15,0.7509,0.5245,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.0369__#132,132,132,[emim],[BF4],R32,293.15,0.0369,0.0212,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.1769__#133,133,133,[emim],[BF4],R32,293.15,0.1769,0.1012,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.377__#134,134,134,[emim],[BF4],R32,293.15,0.377,0.2099,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.5156__#135,135,135,[emim],[BF4],R32,293.15,0.5156,0.2817,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.6391__#136,136,136,[emim],[BF4],R32,293.15,0.6391,0.3443,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.7524__#137,137,137,[emim],[BF4],R32,293.15,0.7524,0.3993,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__293.15__0.8753__#138,138,138,[emim],[BF4],R32,293.15,0.8753,0.4582,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__303.15__0.0459__#139,139,139,[emim],[BF4],R32,303.15,0.0459,0.0164,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__303.15__0.2353__#140,140,140,[emim],[BF4],R32,303.15,0.2353,0.0961,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__303.15__0.45__#141,141,141,[emim],[BF4],R32,303.15,0.45,0.1831,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__303.15__0.6267__#142,142,142,[emim],[BF4],R32,303.15,0.6267,0.2499,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__303.15__0.7504__#143,143,143,[emim],[BF4],R32,303.15,0.7504,0.295,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__303.15__0.8305__#144,144,144,[emim],[BF4],R32,303.15,0.8305,0.3262,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__313.15__0.0482__#145,145,145,[emim],[BF4],R32,313.15,0.0482,0.0132,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__313.15__0.1367__#146,146,146,[emim],[BF4],R32,313.15,0.1367,0.0409,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__313.15__0.2502__#147,147,147,[emim],[BF4],R32,313.15,0.2502,0.0767,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__313.15__0.4126__#148,148,148,[emim],[BF4],R32,313.15,0.4126,0.1262,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__313.15__0.6648__#149,149,149,[emim],[BF4],R32,313.15,0.6648,0.1972,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__313.15__0.8307__#150,150,150,[emim],[BF4],R32,313.15,0.8307,0.2423,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__323.15__0.0552__#151,151,151,[emim],[BF4],R32,323.15,0.0552,0.014,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__323.15__0.2468__#152,152,152,[emim],[BF4],R32,323.15,0.2468,0.0617,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__323.15__0.4939__#153,153,153,[emim],[BF4],R32,323.15,0.4939,0.1162,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__323.15__0.6768__#154,154,154,[emim],[BF4],R32,323.15,0.6768,0.1551,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R32__323.15__0.8639__#155,155,155,[emim],[BF4],R32,323.15,0.8639,0.1926,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[BF4]__R134a__283.15__0.0374__#156,156,156,[emim],[BF4],R134a,283.15,0.0374,0.0213,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
