sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,refrigerant_species_id,refrigerant_inchikey,refrigerant_formula
[hmim]__[Tf2N]__R227ea__313.15__0.128__#1991,1991,1991,[hmim],[Tf2N],R227ea,313.15,0.128,0.112,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__313.15__0.174__#1992,1992,1992,[hmim],[Tf2N],R227ea,313.15,0.174,0.152,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__313.15__0.219__#1993,1993,1993,[hmim],[Tf2N],R227ea,313.15,0.219,0.192,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__313.15__0.262__#1994,1994,1994,[hmim],[Tf2N],R227ea,313.15,0.262,0.23,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__313.15__0.298__#1995,1995,1995,[hmim],[Tf2N],R227ea,313.15,0.298,0.262,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__323.15__0.083__#1996,1996,1996,[hmim],[Tf2N],R227ea,323.15,0.083,0.055,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__323.15__0.152__#1997,1997,1997,[hmim],[Tf2N],R227ea,323.15,0.152,0.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__323.15__0.207__#1998,1998,1998,[hmim],[Tf2N],R227ea,323.15,0.207,0.136,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__323.15__0.263__#1999,1999,1999,[hmim],[Tf2N],R227ea,323.15,0.263,0.174,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__323.15__0.315__#2000,2000,2000,[hmim],[Tf2N],R227ea,323.15,0.315,0.208,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__323.15__0.361__#2001,2001,2001,[hmim],[Tf2N],R227ea,323.15,0.361,0.238,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__333.15__0.096__#2002,2002,2002,[hmim],[Tf2N],R227ea,333.15,0.096,0.048,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__333.15__0.176__#2003,2003,2003,[hmim],[Tf2N],R227ea,333.15,0.176,0.089,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__333.15__0.24__#2004,2004,2004,[hmim],[Tf2N],R227ea,333.15,0.24,0.122,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__333.15__0.306__#2005,2005,2005,[hmim],[Tf2N],R227ea,333.15,0.306,0.155,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__333.15__0.369__#2006,2006,2006,[hmim],[Tf2N],R227ea,333.15,0.369,0.187,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__333.15__0.424__#2007,2007,2007,[hmim],[Tf2N],R227ea,333.15,0.424,0.214,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__343.15__0.109__#2008,2008,2008,[hmim],[Tf2N],R227ea,343.15,0.109,0.042,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__343.15__0.199__#2009,2009,2009,[hmim],[Tf2N],R227ea,343.15,0.199,0.079,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__343.15__0.273__#2010,2010,2010,[hmim],[Tf2N],R227ea,343.15,0.273,0.108,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__343.15__0.348__#2011,2011,2011,[hmim],[Tf2N],R227ea,343.15,0.348,0.138,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__343.15__0.421__#2012,2012,2012,[hmim],[Tf2N],R227ea,343.15,0.421,0.167,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[hmim]__[Tf2N]__R227ea__343.15__0.485__#2013,2013,2013,[hmim],[Tf2N],R227ea,343.15,0.485,0.191,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(C(F)(F)F)C(F)(F)F,Table S3. VLE HFCs,REF_R227EA,YFMFNYKEUDLDTL-UHFFFAOYSA-N,C3HF7
[C7mim]__[TFES]__R32__298.15__0.0099__#2014,2014,2014,[C7mim],[TFES],R32,298.15,0.0099,0.008,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.1002__#2015,2015,2015,[C7mim],[TFES],R32,298.15,0.1002,0.081,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.251__#2016,2016,2016,[C7mim],[TFES],R32,298.15,0.251,0.191,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.3988__#2017,2017,2017,[C7mim],[TFES],R32,298.15,0.3988,0.288,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.5497__#2018,2018,2018,[C7mim],[TFES],R32,298.15,0.5497,0.374,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.6987__#2019,2019,2019,[C7mim],[TFES],R32,298.15,0.6987,0.452,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.8479__#2020,2020,2020,[C7mim],[TFES],R32,298.15,0.8479,0.523,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[C7mim]__[TFES]__R32__298.15__0.998__#2021,2021,2021,[C7mim],[TFES],R32,298.15,0.998,0.5920000000000001,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[BEI]__R134a__303__0.024871__#2022,2022,2022,[omim],[BEI],R134a,303.0,0.024871,0.04243,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__303__0.049892__#2023,2023,2023,[omim],[BEI],R134a,303.0,0.049892,0.08204,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__303__0.099769__#2024,2024,2024,[omim],[BEI],R134a,303.0,0.099769,0.15507,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__303__0.199238__#2025,2025,2025,[omim],[BEI],R134a,303.0,0.199238,0.28576,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__303__0.299434__#2026,2026,2026,[omim],[BEI],R134a,303.0,0.299434,0.39941,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__303__0.348853__#2027,2027,2027,[omim],[BEI],R134a,303.0,0.348853,0.45229,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__323__0.024857__#2028,2028,2028,[omim],[BEI],R134a,323.0,0.024857,0.02808,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__323__0.049913__#2029,2029,2029,[omim],[BEI],R134a,323.0,0.049913,0.05398,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__323__0.099859__#2030,2030,2030,[omim],[BEI],R134a,323.0,0.099859,0.10309,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__323__0.199736__#2031,2031,2031,[omim],[BEI],R134a,323.0,0.199736,0.19293,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__323__0.299371__#2032,2032,2032,[omim],[BEI],R134a,323.0,0.299371,0.27289,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__323__0.349476__#2033,2033,2033,[omim],[BEI],R134a,323.0,0.349476,0.30984,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__343__0.024837__#2034,2034,2034,[omim],[BEI],R134a,343.0,0.024837,0.01906,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__343__0.049913__#2035,2035,2035,[omim],[BEI],R134a,343.0,0.049913,0.03736,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__343__0.09972__#2036,2036,2036,[omim],[BEI],R134a,343.0,0.09972,0.07356,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__343__0.199259__#2037,2037,2037,[omim],[BEI],R134a,343.0,0.199259,0.13934,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__343__0.298714__#2038,2038,2038,[omim],[BEI],R134a,343.0,0.298714,0.1995,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[BEI]__R134a__343__0.349047__#2039,2039,2039,[omim],[BEI],R134a,343.0,0.349047,0.22803,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[I]__R32__298__0.01007__#2040,2040,2040,[omim],[I],R32,298.0,0.01007,0.004,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298.2__0.10021__#2041,2041,2041,[omim],[I],R32,298.2,0.10021,0.048,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298__0.24971__#2042,2042,2042,[omim],[I],R32,298.0,0.24971,0.118,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298__0.39999__#2043,2043,2043,[omim],[I],R32,298.0,0.39999,0.185,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298__0.55008__#2044,2044,2044,[omim],[I],R32,298.0,0.55008,0.246,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298__0.69964__#2045,2045,2045,[omim],[I],R32,298.0,0.69964,0.306,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298__0.85027__#2046,2046,2046,[omim],[I],R32,298.0,0.85027,0.362,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[I]__R32__298__1.00022__#2047,2047,2047,[omim],[I],R32,298.0,1.00022,0.416,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[omim]__[Tf2N]__R134a__303__0.024892__#2048,2048,2048,[omim],[Tf2N],R134a,303.0,0.024892,0.03535,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__303__0.049823__#2049,2049,2049,[omim],[Tf2N],R134a,303.0,0.049823,0.06829,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__303__0.099492__#2050,2050,2050,[omim],[Tf2N],R134a,303.0,0.099492,0.13059,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__303__0.19981__#2051,2051,2051,[omim],[Tf2N],R134a,303.0,0.19981,0.24506,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__303__0.29951__#2052,2052,2052,[omim],[Tf2N],R134a,303.0,0.29951,0.34885,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__303__0.349268__#2053,2053,2053,[omim],[Tf2N],R134a,303.0,0.349268,0.39756,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__323__0.024933__#2054,2054,2054,[omim],[Tf2N],R134a,323.0,0.024933,0.02349,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__323__0.049899__#2055,2055,2055,[omim],[Tf2N],R134a,323.0,0.049899,0.04513,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__323__0.099893__#2056,2056,2056,[omim],[Tf2N],R134a,323.0,0.099893,0.0873,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__323__0.199501__#2057,2057,2057,[omim],[Tf2N],R134a,323.0,0.199501,0.16517,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__323__0.299876__#2058,2058,2058,[omim],[Tf2N],R134a,323.0,0.299876,0.23666,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__323__0.349628__#2059,2059,2059,[omim],[Tf2N],R134a,323.0,0.349628,0.2697,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__343__0.024837__#2060,2060,2060,[omim],[Tf2N],R134a,343.0,0.024837,0.01607,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__343__0.049941__#2061,2061,2061,[omim],[Tf2N],R134a,343.0,0.049941,0.0313,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[omim]__[Tf2N]__R134a__343__0.099831__#2062,2062,2062,[omim],[Tf2N],R134a,343.0,0.099831,0.06153,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
