case_id,sample_id,seed,component,group_name,full_group_id,n_atoms,A_g_signed,A_g_abs,A_tilde_g,P_g,group_rank
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,43,Refri,CF3,Refri:CF3,8,5.433676772415019e-11,8.392739107854208e-11,1.049092388481776e-11,0.24881021569823336,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,4.2076166335835996e-11,6.641556228592638e-11,1.106926038098773e-11,0.1968948416687499,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,6.699923818867526e-12,3.3323665441648e-11,6.664733088329599e-12,0.0987909701450502,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,1.7345276690644562e-11,2.881040024604875e-11,9.603466748682917e-12,0.08541099404440522,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,43,Refri,Alkene_C=C,Refri:Alkene_C=C,2,9.139354637671682e-12,1.8652978467370573e-11,9.326489233685287e-12,0.05529841373882005,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,6.010947815882073e-12,9.537047367114138e-12,9.537047367114138e-12,0.028273425183862604,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-1.3007758825940876e-17,2.4046280614030342e-17,4.809256122806069e-18,2.4044037486618307e-05,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Anion,CF3,Anion:CF3,8,-4.436312934163012e-18,1.8791272079242718e-17,2.3489090099053398e-18,1.8789519158773042e-05,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Refri,CF3,Refri:CF3,8,-4.2878628621336066e-18,1.8529220227210153e-17,2.316152528401269e-18,1.852749175192192e-05,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-7.316260420196397e-18,1.8179768885245542e-17,3.029961480874257e-18,1.8178073008091585e-05,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-3.7071836230850297e-19,6.0289183023019305e-18,2.0096394341006435e-18,6.028355902148415e-06,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Refri,Alkene_C=C,Refri:Alkene_C=C,2,-2.4014147128774495e-18,5.589302826002967e-18,2.7946514130014835e-18,5.588781434832981e-06,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-1.1329419289238133e-18,2.1276973394612024e-18,2.1276973394612024e-18,2.127498859858337e-06,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.009297197684645653,0.10257811099290848,0.017096351832151413,0.2227034175389963,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Refri,CF3,Refri:CF3,8,-0.01452874019742012,0.09463604167103767,0.01182950520887971,0.20546069427969857,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Anion,CF3,Anion:CF3,8,0.0019271429628133774,0.08911734260618687,0.011139667825773358,0.1934792575948633,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.07144574820995331,0.0719875693321228,0.0359937846660614,0.15628946132277208,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.021588279865682125,0.0697920136153698,0.01395840272307396,0.15152277419249358,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.006568651180714369,0.01920112851075828,0.00640037617025276,0.0416868364854852,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.013091335073113441,0.013291910290718079,0.013291910290718079,0.028857558583519967,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Refri,CF3,Refri:CF3,8,0.0,0.0,0.0,0.0,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,46,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.0,0.0,0.0,0.0,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Refri,CF3,Refri:CF3,8,0.0,0.0,0.0,0.0,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,42,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.0,0.0,0.0,0.0,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Anion,CF3,Anion:CF3,8,-1.0343153764025281e-10,1.239764055305237e-10,1.549705069131546e-11,0.2767456477056183,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Refri,CF3,Refri:CF3,8,-9.499761914610882e-11,1.135324681489358e-10,1.4191558518616976e-11,0.25343222606787896,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-7.023885986723322e-11,8.633851966699524e-11,1.438975327783254e-11,0.1927286845020206,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-2.1971663637793126e-11,4.577132249605764e-11,9.154264499211529e-12,0.10217278228312178,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-3.269381293469209e-11,3.9680125504815145e-11,1.3226708501605048e-11,0.08857574138303786,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Refri,Alkene_C=C,Refri:Alkene_C=C,2,-1.8702071141740717e-11,2.529248772226156e-11,1.264624386113078e-11,0.05645901626870717,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-9.18835493801673e-12,1.2388274434060875e-11,1.2388274434060875e-11,0.027653657303082863,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-5.4944460443548134e-18,1.0157090741857301e-17,2.0314181483714604e-18,1.0156690502107519e-05,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Anion,CF3,Anion:CF3,8,-1.8738873082569628e-18,7.937387964018204e-18,9.921734955022755e-19,7.937075191566585e-06,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Refri,CF3,Refri:CF3,8,-1.811183347211475e-18,7.82669941073488e-18,9.7833742634186e-19,7.826390999961225e-06,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-3.090371764862247e-18,7.67909089158117e-18,1.279848481930195e-18,7.678788297315241e-06,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-1.5659030473875174e-19,2.5466005234145678e-18,8.488668411381892e-19,2.5465001747239642e-06,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Refri,Alkene_C=C,Refri:Alkene_C=C,2,-1.014352353224536e-18,2.3609085054613403e-18,1.1804542527306701e-18,2.3608154739571917e-06,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-4.785520051051767e-19,8.987343204782788e-19,8.987343204782788e-19,8.986989058887382e-07,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.006073936820030212,0.06667790282517672,0.01111298380419612,0.22590704592501576,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Refri,CF3,Refri:CF3,8,-0.010100570507347584,0.060530347749590874,0.007566293468698859,0.20507891624570992,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Anion,CF3,Anion:CF3,8,0.00023944489657878876,0.05659507401287556,0.007074384251609445,0.19174607242339375,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.013742868788540363,0.04552877740934491,0.009105755481868982,0.15425307595665885,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.04444585740566254,0.04485819488763809,0.022429097443819046,0.15198111912974835,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.00424155592918396,0.012399557745084167,0.004133185915028055,0.04201013142709306,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.00845232792198658,0.008566511794924736,0.008566511794924736,0.029023638888992346,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Refri,CF3,Refri:CF3,8,0.0,0.0,0.0,0.0,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,46,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.0,0.0,0.0,0.0,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Refri,CF3,Refri:CF3,8,0.0,0.0,0.0,0.0,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,42,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.0,0.0,0.0,0.0,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Anion,CF3,Anion:CF3,8,3.828642090863976e-11,6.258634756284298e-11,7.823293445355373e-12,0.2839890911315328,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Refri,CF3,Refri:CF3,8,3.358805204453641e-11,5.452870446842617e-11,6.816088058553271e-12,0.2474270799557243,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,2.6236232804344173e-11,4.3433230970113534e-11,7.238871828352256e-12,0.19708074154228836,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,3.4408035773890455e-12,2.1708580679596912e-11,4.341716135919383e-12,0.09850391238702659,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,1.0560097934986246e-11,1.8715365195098865e-11,6.238455065032955e-12,0.08492202786900284,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Refri,Alkene_C=C,Refri:Alkene_C=C,2,5.463407287339961e-12,1.217376850368157e-11,6.086884251840785e-12,0.05523916297455792,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,3.8058566714793685e-12,6.2369311104593095e-12,6.2369311104593095e-12,0.028300427592948093,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-1.07639135411535e-17,1.989828561827575e-17,3.97965712365515e-18,1.989674959976087e-05,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Anion,CF3,Anion:CF3,8,-3.671047824435344e-18,1.5549769427533964e-17,1.9437211784417454e-18,1.554856908624824e-05,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Refri,CF3,Refri:CF3,8,-3.548205609809355e-18,1.5332921962001656e-17,1.916615245250207e-18,1.5331738359932985e-05,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-6.054203662664028e-18,1.504375099358654e-17,2.5072918322644235e-18,1.5042589713639983e-05,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-3.0676895160384597e-19,4.9889274859913134e-18,1.6629758286637712e-18,4.988542373166275e-06,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Refri,Alkene_C=C,Refri:Alkene_C=C,2,-1.9871694863509468e-18,4.625145653504527e-18,2.3125728267522635e-18,4.6247886222761046e-06,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-9.37509135474738e-19,1.760668409479839e-18,1.760668409479839e-18,1.760532497304921e-06,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.008409567177295685,0.09259126335382462,0.015431877225637436,0.22171763898708138,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Refri,CF3,Refri:CF3,8,-0.012835238128900528,0.08593369461596012,0.010741711826995015,0.20577552556853124,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Anion,CF3,Anion:CF3,8,0.002158667892217636,0.08094167150557041,0.010117708938196301,0.19382170252180383,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.06540744006633759,0.0658697783946991,0.03293488919734955,0.15773077520787157,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.01960760820657015,0.06289790943264961,0.012579581886529922,0.15061438273435446,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.00593144167214632,0.017357768025249243,0.005785922675083081,0.04156464881505202,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.01182735338807106,0.012016832828521729,0.012016832828521729,0.028775326162910963,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Refri,CF3,Refri:CF3,8,0.0,0.0,0.0,0.0,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,46,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.0,0.0,0.0,0.0,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Refri,CF3,Refri:CF3,8,0.0,0.0,0.0,0.0,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,42,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.0,0.0,0.0,0.0,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Anion,CF3,Anion:CF3,8,-5.445500821099625e-11,6.226264209069354e-11,7.782830261336693e-12,0.27438221728093926,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Refri,CF3,Refri:CF3,8,-5.032014735451007e-11,5.7552374758268465e-11,7.194046844783558e-12,0.25362476865268796,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-3.693379109492856e-11,4.338668313508265e-11,7.231113855847108e-12,0.19119866936788557,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-1.2476895222286039e-11,2.3382407772151725e-11,4.676481554430345e-12,0.10304279861019616,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-1.7511518277113503e-11,2.0226214800245224e-11,6.742071600081741e-12,0.0891339248984642,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Refri,Alkene_C=C,Refri:Alkene_C=C,2,-1.0129105887379808e-11,1.2879433630708093e-11,6.439716815354046e-12,0.056757751329743165,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-4.759108038210336e-12,6.229621853093281e-12,6.229621853093281e-12,0.027453018366675103,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-4.161190852970285e-18,7.692421010550039e-18,1.5384842021100077e-18,7.692191442324457e-06,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Anion,CF3,Anion:CF3,8,-1.419179120350751e-18,6.011339887104566e-18,7.514174858880708e-19,6.011160488105296e-06,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Refri,CF3,Refri:CF3,8,-1.3716907330828699e-18,5.927510405298722e-18,7.409388006623402e-19,5.9273335080586985e-06,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-2.3404766273433976e-18,5.815720357632207e-18,9.692867262720345e-19,5.815546796590611e-06,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-1.185930136686983e-19,1.9286548849153105e-18,6.428849616384368e-19,1.928597327238854e-06,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Refri,Alkene_C=C,Refri:Alkene_C=C,2,-7.6821452559930225e-19,1.788022031566049e-18,8.940110157830244e-19,1.7879686708562638e-06,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-3.6242892689616765e-19,6.80651770893853e-19,6.80651770893853e-19,6.806314579105842e-07,7
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.005094073712825775,0.056970156729221344,0.00949502612153689,0.22770019135112768,1
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Refri,CF3,Refri:CF3,8,-0.00885843113064766,0.05116973631083965,0.006396217038854957,0.2045168807371154,2
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Anion,CF3,Anion:CF3,8,-0.00026664137840270996,0.04790439922362566,0.0059880499029532075,0.19146587434584825,3
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.011522501707077026,0.03880864568054676,0.007761729136109352,0.1551116681939202,4
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.03715391084551811,0.03752916306257248,0.01876458153128624,0.1499977900923044,5
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0035838258918374777,0.010515735717490315,0.0035052452391634383,0.042029637489873185,6
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.007208916358649731,0.007300269789993763,0.007300269789993763,0.02917795778581415,7
