case_id,sample_id,seed,atom_idx,local_atom_idx,component,atom_symbol,primary_group_id,overlapping_group_ids,a_i_signed,a_i_abs
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,27,19,Anion,F,CF3,CF3,7.249742473014464e-11,1.0255375715306769e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,28,20,Anion,F,CF3,CF3,7.249742473014464e-11,1.0255375715306769e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,15,7,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,1.3290787914677082e-10,1.693051532303258e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,16,8,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,5.145819187424294e-11,8.191584910388627e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,17,9,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,5.145819187424294e-11,8.191584910388627e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,19,11,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,1.3290787914677082e-10,1.693051532303258e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,20,12,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,5.145819187424294e-11,8.191584910388627e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,21,13,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,5.145819187424294e-11,8.191584910388627e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,18,10,Anion,N,Sulfonimide_N,Sulfonimide_N,6.562884957705961e-11,9.68500696307828e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,12,4,Anion,C,Alkyl_Chain,Alkyl_Chain,1.3558577871553013e-10,1.8048412764315458e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,22,14,Anion,C,Alkyl_Chain,Alkyl_Chain,1.3558576483774232e-10,1.8048412764315458e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,13,5,Anion,F,Other,,6.946980490862842e-11,9.836004233321205e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,14,6,Anion,F,Other,,6.946980490862842e-11,9.836004233321205e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,23,15,Anion,F,Other,,6.946980490862842e-11,9.836004233321205e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,24,16,Anion,F,Other,,6.946980490862842e-11,9.836004233321205e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,30,1,Refri,C,CHF2,CHF2;Alkyl_Chain,1.0231797353821293e-10,1.3454881653274242e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,29,0,Refri,F,CHF2,CHF2,6.517417161511219e-11,9.207472978500775e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,31,2,Refri,F,CHF2,CHF2,6.517417161511219e-11,9.207472978500775e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,32,3,Refri,C,CHF2,CHF2;Alkyl_Chain,1.0231797353821293e-10,1.3454881653274242e-10
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,33,4,Refri,F,CHF2,CHF2,6.517417161511219e-11,9.207472978500775e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,43,34,5,Refri,F,CHF2,CHF2,6.517417161511219e-11,9.207472978500775e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,2.331273312450556e-18,3.3857569534785616e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,9.099964879157648e-19,2.2000117433572726e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,8.920859597024604e-19,2.156711113036806e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,2.0161491387262827e-18,3.1077448583219392e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,9.111905231299851e-19,2.2028983968999295e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,1.1743043716714915e-19,1.2855953192359072e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,4.2146700441257933e-20,9.99281536054126e-19
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,4.1697063154850007e-20,9.8862362405411e-19
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,9,1,Anion,C,CF3,CF3;Alkyl_Chain,-2.7357900160940343e-19,1.8595158722944665e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,8,0,Anion,F,CF3,CF3,4.938946545043869e-19,1.0734705380133946e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,10,2,Anion,F,CF3,CF3,4.938946545043869e-19,1.0734705380133946e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,11,3,Anion,F,CF3,CF3,4.938946545043869e-19,1.0734705380133946e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,25,17,Anion,C,CF3,CF3;Alkyl_Chain,-2.7357902745879758e-19,1.8595158722944665e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,26,18,Anion,F,CF3,CF3,4.938946545043869e-19,1.0734705380133946e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,27,19,Anion,F,CF3,CF3,4.938946545043869e-19,1.0734705380133946e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,28,20,Anion,F,CF3,CF3,4.938946545043869e-19,1.0734705380133946e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,15,7,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,-3.211748965075222e-19,2.0342100070159186e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,16,8,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,1.1578899029935658e-18,1.4265656105763022e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,17,9,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,1.1578899029935658e-18,1.4265656105763022e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,19,11,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,-3.211749482063105e-19,2.0342100070159186e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,20,12,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,1.157890109788719e-18,1.4265658173714553e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,21,13,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,1.157890109788719e-18,1.4265658173714553e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,18,10,Anion,N,Sulfonimide_N,Sulfonimide_N,6.1524494549806e-19,1.1554473420422733e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,12,4,Anion,C,Alkyl_Chain,Alkyl_Chain,-2.818549694873906e-19,1.915765187923838e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,22,14,Anion,C,Alkyl_Chain,Alkyl_Chain,-2.818549694873906e-19,1.915765187923838e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,13,5,Anion,F,Other,,4.735229537760075e-19,1.0291932141846561e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,14,6,Anion,F,Other,,4.735229537760075e-19,1.0291932141846561e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,23,15,Anion,F,Other,,4.735229537760075e-19,1.0291932141846561e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,24,16,Anion,F,Other,,4.735229537760075e-19,1.0291932141846561e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,30,1,Refri,C,CHF2,CHF2;Alkyl_Chain,-2.6716535333239696e-19,1.6239462075727868e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,29,0,Refri,F,CHF2,CHF2,4.803998748948319e-19,1.0713738419557258e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,31,2,Refri,F,CHF2,CHF2,4.803998748948319e-19,1.0713738419557258e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,32,3,Refri,C,CHF2,CHF2;Alkyl_Chain,-2.6716535333239696e-19,1.6239462075727868e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,33,4,Refri,F,CHF2,CHF2,4.803998748948319e-19,1.0713738419557258e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,44,34,5,Refri,F,CHF2,CHF2,4.803998748948319e-19,1.0713738419557258e-18
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-0.008416686207056046,0.00929282233119011
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.01045912317931652,0.01054355502128601
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0097384974360466,0.00981765054166317
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-0.007189951837062836,0.00775071419775486
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.010518979281187057,0.010601090267300606
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.008202279917895794,0.008463112637400627
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-0.0019825072959065437,0.002252548700198531
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,-0.0017430142033845186,0.0020207881461828947
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,9,1,Anion,C,CF3,CF3;Alkyl_Chain,0.015261597000062466,0.015647515654563904
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,8,0,Anion,F,CF3,CF3,-0.005671596620231867,0.005884578451514244
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,10,2,Anion,F,CF3,CF3,-0.005671596620231867,0.005884578451514244
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,11,3,Anion,F,CF3,CF3,-0.005671596620231867,0.005884578451514244
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,25,17,Anion,C,CF3,CF3;Alkyl_Chain,0.015261597000062466,0.015647517517209053
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,26,18,Anion,F,CF3,CF3,-0.005671596620231867,0.005884578451514244
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,27,19,Anion,F,CF3,CF3,-0.005671596620231867,0.005884578451514244
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,28,20,Anion,F,CF3,CF3,-0.005671596620231867,0.005884578451514244
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,15,7,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,-0.015885047614574432,0.01597641222178936
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,16,8,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.00972428172826767,0.010140255093574524
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,17,9,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.00972428172826767,0.010140255093574524
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,19,11,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,-0.015885047614574432,0.01597641222178936
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,20,12,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.00972428172826767,0.010140255093574524
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,21,13,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.00972428172826767,0.010140255093574524
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,18,10,Anion,N,Sulfonimide_N,Sulfonimide_N,0.008902426809072495,0.00898461788892746
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,12,4,Anion,C,Alkyl_Chain,Alkyl_Chain,0.014896644279360771,0.015217328444123268
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,22,14,Anion,C,Alkyl_Chain,Alkyl_Chain,0.014896644279360771,0.015217328444123268
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,13,5,Anion,F,Other,,-0.005348372273147106,0.005579481832683086
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,14,6,Anion,F,Other,,-0.005348372273147106,0.005579481832683086
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,23,15,Anion,F,Other,,-0.005348372273147106,0.005579481832683086
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,24,16,Anion,F,Other,,-0.005348372273147106,0.005579481832683086
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,30,1,Refri,C,CHF2,CHF2;Alkyl_Chain,-0.0024790598545223475,0.007347757928073406
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,29,0,Refri,F,CHF2,CHF2,-0.005939938127994537,0.006132543087005615
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,31,2,Refri,F,CHF2,CHF2,-0.005939938127994537,0.006132543087005615
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,32,3,Refri,C,CHF2,CHF2;Alkyl_Chain,-0.0024790598545223475,0.007347757928073406
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,33,4,Refri,F,CHF2,CHF2,-0.005939938127994537,0.006132543087005615
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,45,34,5,Refri,F,CHF2,CHF2,-0.005939938127994537,0.006132543087005615
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,9,1,Anion,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,8,0,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,10,2,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,11,3,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,25,17,Anion,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,26,18,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,27,19,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,28,20,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,15,7,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,16,8,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,17,9,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,19,11,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,20,12,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,21,13,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,18,10,Anion,N,Sulfonimide_N,Sulfonimide_N,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,12,4,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,22,14,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,13,5,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,14,6,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,23,15,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,24,16,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,30,1,Refri,C,CHF2,CHF2;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,29,0,Refri,F,CHF2,CHF2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,31,2,Refri,F,CHF2,CHF2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,32,3,Refri,C,CHF2,CHF2;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,33,4,Refri,F,CHF2,CHF2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,46,34,5,Refri,F,CHF2,CHF2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,9,1,Anion,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,8,0,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,10,2,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,11,3,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,25,17,Anion,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,26,18,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,27,19,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,28,20,Anion,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,15,7,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,16,8,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,17,9,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,19,11,Anion,S,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,20,12,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,21,13,Anion,O,Sulfonyl_SO2,Sulfonyl_SO2,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,18,10,Anion,N,Sulfonimide_N,Sulfonimide_N,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,12,4,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,22,14,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,13,5,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,14,6,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,23,15,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,24,16,Anion,F,Other,,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,30,1,Refri,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,31,2,Refri,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,32,3,Refri,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,33,4,Refri,F,CF3,CF3,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,29,0,Refri,C,CH2F,CH2F;Alkyl_Chain,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,42,34,5,Refri,F,CH2F,CH2F,0.0,0.0
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-3.114214094934731e-11,5.7489565191692904e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-2.866568267478886e-11,5.5759705880342736e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-2.810095732497242e-11,5.466418984134691e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-2.855759899389465e-12,3.019659522429663e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-2.8703336582558414e-11,5.5832744677575263e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,-7.113666600222501e-11,8.611970858662943e-11
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,43,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-5.462213667484228e-11,6.743852698498642e-11
