case_id,sample_id,seed,top_group_name,top_group_component,top_k_atoms,delta_y_top,delta_y_rand_mean,delta_y_rand_comp_mean,delta_y_rand_glob_mean,r_faith,r_faith_comp,r_faith_glob,y_orig,y_base,comp_rel_err
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019644103944301605,0.019644103944301605,1.0963660288292192e-11
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024336129426956177,0.0024336129426956177,1.3599272786845402e-10
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014861322939395905,0.014861322939395905,3.467296436944489e-07
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01624434068799019,0.01624434068799019,0.0
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,43,Anion:PF6_Core,Anion,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009758681058883667,0.009758681058883667,2.6638372245424993e-11
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025568995624780655,0.025568995624780655,4.696844221434551e-13
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00917799398303032,0.00917799398303032,4.994031082837286e-10
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02282606065273285,0.02282606065273285,4.1535541282430866e-07
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061295285820961,0.061295285820961,0.0
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,43,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558570995926857,0.0558570995926857,5.1412924591033254e-11
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07355926185846329,0.07355926185846329,7.261347104653875e-12
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05352817848324776,0.05352817848324776,2.579409083176029e-10
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06824126094579697,0.06824126094579697,2.1963469454613915e-07
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780734047293663,0.0780734047293663,0.0
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,43,Anion:PF6_Core,Anion,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333619892597198,0.07333619892597198,2.790106675920964e-11
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09148707240819931,0.09148707240819931,8.626617804659385e-12
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07185664772987366,0.07185664772987366,1.3910713037265415e-09
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08559940755367279,0.08559940755367279,2.8446174452426143e-07
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16316130757331848,0.16316130757331848,0.0
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,43,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14878441393375397,0.14878441393375397,1.4070060316374243e-10
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17152562737464905,0.17152562737464905,2.0811303383378865e-11
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568046510219574,0.1568046510219574,3.6664532629578084e-09
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16988030076026917,0.16988030076026917,5.368750149309376e-07
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20667845010757446,0.20667845010757446,0.0
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,43,Anion:PF6_Core,Anion,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19279895722866058,0.19279895722866058,3.050767565850878e-10
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21648114919662476,0.21648114919662476,2.2674306028750396e-11
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20781582593917847,0.20781582593917847,9.98612246022536e-10
